               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  65,            0.058086,            0.047776,                   0,             0.50992,             0.79167,             0.72226,             0.41262,             0.03637,             0.04789,                   0,           0.0096832,           0.0096832,           0.0096832
                  66,            0.048415,            0.056717,                   0,             0.50992,             0.79167,             0.72226,             0.41262,             0.03637,             0.04789,                   0,           0.0096783,           0.0096783,           0.0096783
                  67,            0.052872,            0.049099,                   0,             0.43612,             0.70833,              0.6536,             0.37383,            0.039575,            0.049873,                   0,           0.0096733,           0.0096733,           0.0096733
                  68,            0.048506,            0.055652,                   0,             0.76679,               0.625,             0.77207,             0.46694,            0.036033,            0.049667,                   0,           0.0096684,           0.0096684,           0.0096684
                  69,            0.039164,            0.048208,                   0,              0.5837,              0.8182,              0.8174,             0.52716,            0.034773,            0.048203,                   0,           0.0096634,           0.0096634,           0.0096634
                  70,            0.042792,            0.043777,                   0,              0.5016,              0.5872,             0.58826,             0.29597,            0.040165,             0.04998,                   0,           0.0096585,           0.0096585,           0.0096585
                  71,            0.048271,            0.057174,                   0,             0.67095,             0.58333,             0.67434,             0.30032,            0.042986,            0.059174,                   0,           0.0096535,           0.0096535,           0.0096535
                  72,            0.049993,             0.04605,                   0,             0.67095,             0.58333,             0.67434,             0.30032,            0.042986,            0.059174,                   0,           0.0096486,           0.0096486,           0.0096486
                  73,            0.047812,            0.052443,                   0,             0.62141,             0.61583,             0.61379,             0.28798,            0.044312,            0.061722,                   0,           0.0096436,           0.0096436,           0.0096436
                  74,            0.046211,            0.044903,                   0,             0.67529,             0.60705,             0.65038,             0.38848,            0.038127,            0.063423,                   0,           0.0096387,           0.0096387,           0.0096387
                  75,            0.040462,            0.047548,                   0,             0.83198,             0.66667,             0.80721,              0.4308,            0.035934,            0.053886,                   0,           0.0096337,           0.0096337,           0.0096337
                  76,            0.042171,            0.052124,                   0,             0.42655,             0.54167,             0.47793,             0.22326,            0.047248,            0.050461,                   0,           0.0096288,           0.0096288,           0.0096288
                  77,            0.057038,            0.047198,                   0,             0.42655,             0.54167,             0.47793,             0.22326,            0.047248,            0.050461,                   0,           0.0096238,           0.0096238,           0.0096238
                  78,            0.062267,            0.050779,                   0,             0.41686,             0.41667,             0.42744,             0.15694,            0.053804,            0.050316,                   0,           0.0096188,           0.0096188,           0.0096188
                  79,            0.056061,            0.046364,                   0,             0.46938,                 0.5,             0.54993,              0.2545,            0.047522,            0.055878,                   0,           0.0096139,           0.0096139,           0.0096139
                  80,            0.047542,            0.044596,                   0,             0.73529,             0.57892,             0.65173,             0.36205,            0.039598,            0.065025,                   0,            0.009609,            0.009609,            0.009609
                  81,            0.044058,            0.048173,                   0,             0.80316,             0.58333,             0.71148,             0.31487,            0.041171,            0.057739,                   0,            0.009604,            0.009604,            0.009604
                  82,            0.044676,            0.042713,                   0,             0.80316,             0.58333,             0.71148,             0.31487,            0.041171,            0.057739,                   0,            0.009599,            0.009599,            0.009599
                  83,            0.054744,            0.037087,                   0,             0.80855,             0.54167,             0.57856,             0.19856,            0.049907,             0.05674,                   0,           0.0095941,           0.0095941,           0.0095941
                  84,            0.047512,              0.0464,                   0,             0.57994,             0.51821,             0.60995,             0.29068,            0.044049,            0.056419,                   0,           0.0095892,           0.0095892,           0.0095892
                  85,            0.045508,            0.048904,                   0,              0.7454,               0.625,             0.71229,             0.39788,            0.038476,            0.059975,                   0,           0.0095842,           0.0095842,           0.0095842
                  86,            0.041985,             0.04691,                   0,             0.69074,             0.65186,             0.66391,             0.31358,            0.043124,            0.063889,                   0,           0.0095793,           0.0095793,           0.0095793
                  87,            0.047302,            0.045763,                   0,             0.70841,               0.625,             0.71437,             0.36374,            0.041194,            0.059288,                   0,           0.0095743,           0.0095743,           0.0095743
                  88,            0.041637,            0.038301,                   0,             0.70841,               0.625,             0.71437,             0.36374,            0.041194,            0.059288,                   0,           0.0095694,           0.0095694,           0.0095694
                  89,            0.042798,            0.042822,                   0,             0.71482,               0.625,             0.72032,             0.36895,            0.041233,             0.05687,                   0,           0.0095644,           0.0095644,           0.0095644
                  90,            0.044474,            0.051649,                   0,             0.90911,             0.58333,             0.79308,             0.44982,            0.034866,            0.054657,                   0,           0.0095595,           0.0095595,           0.0095595
                  91,            0.040327,            0.040231,                   0,             0.73461,               0.625,             0.73524,             0.43105,            0.038365,            0.056122,                   0,           0.0095545,           0.0095545,           0.0095545
                  92,            0.045051,            0.047214,                   0,             0.77432,             0.58333,             0.71574,             0.29757,            0.046662,            0.054108,                   0,           0.0095496,           0.0095496,           0.0095496
                  93,            0.055678,              0.0464,                   0,             0.77432,             0.58333,             0.71574,             0.29757,            0.046662,            0.054108,                   0,           0.0095446,           0.0095446,           0.0095446
                  94,            0.059601,             0.04665,                   0,              0.6639,             0.54167,             0.58458,             0.26511,            0.049415,            0.056168,                   0,           0.0095397,           0.0095397,           0.0095397
                  95,            0.047465,            0.043044,                   0,             0.79159,             0.58333,             0.68902,             0.38574,            0.036577,            0.063103,                   0,           0.0095347,           0.0095347,           0.0095347
                  96,            0.042038,            0.040304,                   0,             0.61052,             0.58333,             0.58976,             0.33274,            0.038576,            0.061012,                   0,           0.0095298,           0.0095298,           0.0095298
                  97,             0.04151,            0.046588,                   0,             0.78606,             0.58333,             0.68152,             0.41603,             0.03626,            0.061722,                   0,           0.0095248,           0.0095248,           0.0095248
                  98,            0.037676,             0.03743,                   0,             0.78606,             0.58333,             0.68152,             0.41603,             0.03626,            0.061722,                   0,           0.0095198,           0.0095198,           0.0095198
                  99,            0.040651,            0.042781,                   0,             0.64754,             0.61279,             0.59457,             0.32802,            0.040971,            0.060661,                   0,           0.0095149,           0.0095149,           0.0095149
                 100,             0.03664,            0.041096,                   0,             0.78922,               0.625,             0.65462,             0.42691,            0.036099,             0.06517,                   0,             0.00951,             0.00951,             0.00951
                 101,            0.035036,            0.038288,                   0,             0.82905,               0.625,             0.71206,             0.39749,            0.036515,            0.064926,                   0,            0.009505,            0.009505,            0.009505
                 102,            0.035206,            0.037927,                   0,             0.77439,               0.625,             0.75612,             0.47964,            0.033759,            0.064362,                   0,              0.0095,              0.0095,              0.0095
                 103,            0.038813,            0.046534,                   0,             0.64378,             0.60287,             0.62884,             0.29558,            0.042581,            0.064568,                   0,           0.0094951,           0.0094951,           0.0094951
                 104,            0.047635,            0.038752,                   0,             0.64378,             0.60287,             0.62884,             0.29558,            0.042581,            0.064568,                   0,           0.0094902,           0.0094902,           0.0094902
                 105,            0.045993,            0.044872,                   0,             0.72051,             0.58333,             0.66999,              0.3502,            0.042991,            0.059402,                   0,           0.0094852,           0.0094852,           0.0094852
                 106,            0.039336,            0.042621,                   0,             0.90624,               0.625,             0.76116,             0.48294,            0.033053,            0.065414,                   0,           0.0094803,           0.0094803,           0.0094803
                 107,            0.033771,            0.041903,                   0,             0.87625,               0.625,             0.74666,             0.50309,            0.035137,            0.063805,                   0,           0.0094753,           0.0094753,           0.0094753
                 108,            0.037199,            0.048526,                   0,             0.77765,               0.625,             0.73237,              0.3819,            0.036812,            0.062447,                   0,           0.0094704,           0.0094704,           0.0094704
                 109,            0.038552,            0.048818,                   0,             0.77765,               0.625,             0.73237,              0.3819,            0.036812,            0.062447,                   0,           0.0094654,           0.0094654,           0.0094654
                 110,            0.041332,            0.046686,                   0,             0.68225,             0.54167,             0.64189,             0.29573,            0.039745,            0.065651,                   0,           0.0094605,           0.0094605,           0.0094605
                 111,            0.035255,             0.03741,                   0,             0.74364,               0.625,             0.77436,             0.43079,            0.033767,            0.064789,                   0,           0.0094555,           0.0094555,           0.0094555
                 112,            0.029012,            0.036374,                   0,             0.84879,                0.75,             0.85818,             0.58166,            0.029656,            0.056435,                   0,           0.0094506,           0.0094506,           0.0094506
                 113,            0.032914,            0.038734,                   0,             0.77586,               0.625,             0.70686,             0.42107,            0.038618,            0.067978,                   0,           0.0094456,           0.0094456,           0.0094456
                 114,            0.037206,            0.041076,                   0,             0.77586,               0.625,             0.70686,             0.42107,            0.038618,            0.067978,                   0,           0.0094407,           0.0094407,           0.0094407
                 115,            0.043891,            0.041071,                   0,             0.54579,             0.55104,             0.59168,             0.33674,            0.045054,            0.073112,                   0,           0.0094357,           0.0094357,           0.0094357
                 116,            0.041946,            0.042843,                   0,             0.57334,             0.58333,             0.60036,             0.39165,            0.042293,            0.068443,                   0,           0.0094307,           0.0094307,           0.0094307
                 117,            0.037658,            0.040465,                   0,             0.66929,               0.625,             0.71193,             0.46558,            0.035461,            0.068459,                   0,           0.0094258,           0.0094258,           0.0094258
                 118,            0.035266,            0.043709,                   0,             0.97627,               0.625,             0.79644,             0.49645,            0.034883,            0.060333,                   0,           0.0094208,           0.0094208,           0.0094208
                 119,            0.036101,            0.047498,                   0,             0.59306,               0.625,             0.62731,              0.3689,            0.034594,            0.072243,                   0,           0.0094159,           0.0094159,           0.0094159
                 120,             0.04347,            0.044364,                   0,             0.59306,               0.625,             0.62731,              0.3689,            0.034594,            0.072243,                   0,           0.0094109,           0.0094109,           0.0094109
                 121,            0.041892,            0.041143,                   0,               0.551,               0.625,             0.58587,             0.33593,            0.036947,            0.075874,                   0,            0.009406,            0.009406,            0.009406
                 122,            0.038305,            0.040617,                   0,             0.87112,               0.625,             0.73096,              0.4147,            0.033642,            0.077705,                   0,            0.009401,            0.009401,            0.009401
                 123,            0.033834,            0.031475,                   0,             0.99722,               0.625,             0.76797,             0.47318,            0.035024,            0.071381,                   0,           0.0093961,           0.0093961,           0.0093961
                 124,            0.035311,            0.042039,                   0,             0.98367,               0.625,             0.74934,              0.3369,            0.039789,            0.070602,                   0,           0.0093912,           0.0093912,           0.0093912
                 125,            0.044515,            0.042372,                   0,             0.98367,               0.625,             0.74934,              0.3369,            0.039789,            0.070602,                   0,           0.0093862,           0.0093862,           0.0093862
                 126,            0.049216,            0.039093,                   0,                   1,             0.61237,             0.71839,              0.2325,            0.044787,            0.074921,                   0,           0.0093813,           0.0093813,           0.0093813
                 127,            0.041206,            0.043799,                   0,             0.76486,               0.625,             0.69764,             0.37036,            0.036166,            0.072525,                   0,           0.0093763,           0.0093763,           0.0093763
                 128,            0.033845,            0.038358,                   0,             0.98189,               0.625,              0.7391,             0.42636,            0.033925,            0.073265,                   0,           0.0093714,           0.0093714,           0.0093714
                 129,            0.035294,            0.047314,                   0,             0.98532,               0.625,             0.72826,             0.40166,            0.036497,            0.073486,                   0,           0.0093664,           0.0093664,           0.0093664
                 130,            0.033925,            0.037368,                   0,             0.98532,               0.625,             0.72826,             0.40166,            0.036497,            0.073486,                   0,           0.0093615,           0.0093615,           0.0093615
                 131,            0.044388,            0.036741,                   0,             0.85818,               0.625,             0.69659,             0.31304,            0.043439,            0.073586,                   0,           0.0093565,           0.0093565,           0.0093565
                 132,              0.0353,            0.038801,                   0,             0.92403,               0.625,             0.73721,             0.44025,            0.035796,            0.070076,                   0,           0.0093516,           0.0093516,           0.0093516
                 133,            0.031388,            0.035372,                   0,             0.98066,               0.625,             0.74178,             0.50411,            0.030874,            0.073402,                   0,           0.0093466,           0.0093466,           0.0093466
                 134,            0.032197,             0.03781,                   0,             0.94051,             0.65917,             0.72205,             0.41191,            0.035255,            0.077278,                   0,           0.0093416,           0.0093416,           0.0093416
                 135,            0.034649,            0.039872,                   0,             0.91252,               0.625,             0.72678,             0.40223,            0.036544,            0.069458,                   0,           0.0093367,           0.0093367,           0.0093367
                 136,            0.043438,            0.040457,                   0,             0.91252,               0.625,             0.72678,             0.40223,            0.036544,            0.069458,                   0,           0.0093317,           0.0093317,           0.0093317
                 137,            0.039094,            0.033819,                   0,             0.83307,              0.6239,             0.68549,             0.39129,            0.037904,            0.071594,                   0,           0.0093268,           0.0093268,           0.0093268
                 138,            0.033735,            0.043851,                   0,             0.92918,             0.58333,             0.72935,             0.43601,            0.033147,            0.072968,                   0,           0.0093219,           0.0093219,           0.0093219
                 139,             0.02867,             0.03614,                   0,             0.94049,             0.65888,             0.75433,             0.50201,            0.032663,            0.076637,                   0,           0.0093169,           0.0093169,           0.0093169
                 140,            0.032297,            0.035441,                   0,             0.94377,             0.58333,             0.68279,             0.30877,            0.040581,            0.081726,                   0,           0.0093119,           0.0093119,           0.0093119
                 141,            0.041079,            0.051179,                   0,             0.94377,             0.58333,             0.68279,             0.30877,            0.040581,            0.081726,                   0,            0.009307,            0.009307,            0.009307
                 142,            0.040433,            0.038011,                   0,             0.70332,               0.625,             0.60699,             0.26866,            0.043988,            0.083946,                   0,            0.009302,            0.009302,            0.009302
                 143,            0.038685,            0.043242,                   0,             0.87101,               0.625,             0.66287,             0.35983,            0.040588,            0.083984,                   0,           0.0092971,           0.0092971,           0.0092971
                 144,            0.033009,            0.041023,                   0,             0.98874,               0.625,             0.70707,             0.45214,            0.036763,            0.081444,                   0,           0.0092922,           0.0092922,           0.0092922
                 145,            0.031002,            0.038488,                   0,                   1,             0.62277,             0.73655,             0.37691,            0.036729,            0.074913,                   0,           0.0092872,           0.0092872,           0.0092872
                 146,            0.031416,            0.037689,                   0,                   1,             0.62277,             0.73655,             0.37691,            0.036729,            0.074913,                   0,           0.0092823,           0.0092823,           0.0092823
                 147,            0.036154,            0.038549,                   0,             0.74897,             0.62173,             0.66999,             0.28188,            0.038541,            0.074226,                   0,           0.0092773,           0.0092773,           0.0092773
                 148,            0.031292,            0.035297,                   0,             0.93691,             0.61912,             0.72253,             0.35171,            0.034292,             0.07341,                   0,           0.0092724,           0.0092724,           0.0092724
                 149,             0.02921,            0.033188,                   0,                   1,               0.624,             0.76166,             0.55426,            0.029978,            0.070259,                   0,           0.0092674,           0.0092674,           0.0092674
                 150,            0.030309,            0.039077,                   0,             0.97864,               0.625,             0.69613,             0.40002,            0.036821,            0.080414,                   0,           0.0092625,           0.0092625,           0.0092625
                 151,            0.031115,            0.034234,                   0,             0.95871,               0.625,             0.69248,             0.36888,            0.038305,             0.07885,                   0,           0.0092575,           0.0092575,           0.0092575
                 152,            0.044253,            0.038243,                   0,             0.95871,               0.625,             0.69248,             0.36888,            0.038305,             0.07885,                   0,           0.0092526,           0.0092526,           0.0092526
                 153,            0.042659,            0.038637,                   0,             0.76781,               0.625,             0.63791,             0.35996,             0.03799,            0.082848,                   0,           0.0092476,           0.0092476,           0.0092476
                 154,            0.035432,            0.042053,                   0,                   1,             0.58036,             0.67637,             0.41524,            0.038119,            0.083862,                   0,           0.0092426,           0.0092426,           0.0092426
                 155,             0.03156,            0.036867,                   0,             0.69119,             0.66667,             0.66101,             0.42559,            0.034082,            0.070976,                   0,           0.0092377,           0.0092377,           0.0092377
                 156,            0.032314,            0.035835,                   0,             0.92457,               0.625,             0.70501,             0.34311,             0.03808,            0.075508,                   0,           0.0092327,           0.0092327,           0.0092327
                 157,            0.038335,            0.038668,                   0,             0.92457,               0.625,             0.70501,             0.34311,             0.03808,            0.075508,                   0,           0.0092278,           0.0092278,           0.0092278
                 158,            0.039709,             0.03731,                   0,             0.75897,              0.6564,             0.70064,               0.312,             0.04127,            0.073944,                   0,           0.0092229,           0.0092229,           0.0092229
                 159,            0.035021,            0.035297,                   0,             0.87431,             0.57987,             0.70166,             0.37755,            0.038399,            0.074089,                   0,           0.0092179,           0.0092179,           0.0092179
                 160,            0.029834,            0.034959,                   0,              0.8611,             0.58333,             0.69527,              0.4016,            0.034965,            0.077309,                   0,           0.0092129,           0.0092129,           0.0092129
                 161,            0.028536,            0.039928,                   0,             0.96041,             0.54167,             0.63414,             0.43696,            0.040197,             0.08564,                   0,            0.009208,            0.009208,            0.009208
                 162,            0.033256,            0.032118,                   0,             0.96041,             0.54167,             0.63414,             0.43696,            0.040197,             0.08564,                   0,           0.0092031,           0.0092031,           0.0092031
                 163,            0.039513,            0.033095,                   0,             0.58996,             0.54167,             0.53437,             0.35429,            0.045569,             0.08651,                   0,           0.0091981,           0.0091981,           0.0091981
                 164,            0.036649,              0.0357,                   0,             0.52975,             0.54167,             0.48305,             0.28942,            0.043918,            0.087776,                   0,           0.0091932,           0.0091932,           0.0091932
                 165,            0.031029,            0.034863,                   0,             0.97572,             0.54167,             0.66122,             0.40075,            0.039959,            0.082481,                   0,           0.0091882,           0.0091882,           0.0091882
                 166,            0.029648,            0.035544,                   0,             0.88189,             0.62236,             0.70224,             0.48508,            0.035925,            0.076477,                   0,           0.0091833,           0.0091833,           0.0091833
                 167,            0.030517,            0.034886,                   0,             0.64991,             0.54167,              0.6408,              0.3915,            0.039041,            0.078056,                   0,           0.0091783,           0.0091783,           0.0091783
                 168,            0.037234,             0.03621,                   0,             0.64991,             0.54167,              0.6408,              0.3915,            0.039041,            0.078056,                   0,           0.0091734,           0.0091734,           0.0091734
                 169,            0.041871,            0.033067,                   0,             0.66955,             0.50686,             0.62439,             0.36758,            0.041468,            0.079659,                   0,           0.0091684,           0.0091684,           0.0091684
                 170,            0.039062,            0.034313,                   0,              0.7572,             0.54167,              0.6465,              0.4532,            0.037105,            0.078575,                   0,           0.0091635,           0.0091635,           0.0091635
